Temp,Audio,Humidity,CO2,Fire
77.24,0.984,29.97,3098.7,1
86.24,0.445,5.42,4931.34,1
10.25,0.389,17.91,749.83,0
85.98,0.727,25.18,1708.1,1
18.38,0.223,63.81,955.09,0
70.23,0.659,9.34,3728.02,1
44.12,0.619,34.61,3928.64,1
34.15,0.141,25.39,1137.87,0
37.26,0.0,46.2,1022.44,0
18.36,0.052,38.14,750.32,0
34.11,0.422,55.23,1055.5,0
22.14,0.204,59.89,1204.0,0
75.77,0.707,19.98,4576.43,1
43.11,0.456,65.35,436.92,0
31.8,0.142,53.85,1252.38,0
69.62,0.404,23.24,3708.18,1
58.83,0.912,30.69,3258.58,1
48.75,0.805,17.53,1231.7,1
87.01,0.534,12.56,3423.41,1
89.09,0.911,8.22,2273.94,1
80.48,0.79,23.85,2405.2,1
48.17,0.579,6.27,3822.32,1
63.92,0.459,29.73,2028.23,1
46.43,0.546,29.71,3636.24,1
77.91,0.822,16.45,2839.14,1
58.68,0.605,21.64,3952.57,1
27.36,0.236,43.38,752.09,0
29.71,0.28,35.06,881.21,0
48.82,0.974,22.39,3695.64,1
69.85,0.517,31.8,2374.0,1
29.53,0.062,28.99,627.41,0
17.58,0.113,34.51,1028.32,0
66.45,0.849,14.84,3012.93,1
20.03,0.082,26.59,703.15,0
41.95,0.666,20.7,4807.53,1
22.68,0.072,38.05,682.27,0
29.73,0.196,55.4,805.99,0
20.43,0.302,67.98,1209.06,0
63.01,0.438,33.74,3802.4,1
35.01,0.301,36.77,1101.49,0
26.15,0.084,19.82,1129.87,0
61.42,0.615,10.22,2144.24,1
42.31,0.272,35.47,934.68,0
25.72,0.023,38.71,468.14,0
18.54,0.085,69.9,678.55,0
42.77,0.056,21.8,1051.27,0
89.57,0.652,16.72,4127.34,1
35.71,0.432,54.62,780.17,0
48.73,0.788,32.89,2008.96,1
35.59,0.548,12.63,3877.81,1
14.6,0.341,43.34,504.31,0
40.46,0.597,11.61,2851.31,1
37.18,0.652,7.14,3047.15,1
37.4,0.213,48.42,524.73,0
82.08,0.515,22.97,3717.45,1
78.33,0.598,20.2,4133.2,1
20.86,0.26,69.74,659.81,0
58.11,0.966,24.76,3371.1,1
66.26,0.421,20.06,3788.95,1
33.15,0.122,20.01,1195.54,0
82.37,0.854,20.66,1698.03,1
15.65,0.091,44.5,747.55,0
12.24,0.449,33.13,1111.36,0
60.95,0.956,32.29,1978.91,1
42.3,0.38,49.48,1058.69,0
56.91,0.854,18.56,2256.49,1
60.41,0.519,30.36,4505.89,1
86.7,0.937,33.4,3011.86,1
16.39,0.034,25.8,1247.58,0
72.83,0.493,31.2,3167.15,1
35.18,0.501,12.71,3900.99,1
80.89,0.677,22.89,4330.1,1
16.34,0.114,45.29,998.84,0
39.67,0.172,18.4,727.89,0
25.5,0.076,23.37,986.0,0
65.51,0.423,31.12,3374.37,1
38.01,0.391,18.12,744.61,0
20.44,0.03,47.42,656.55,0
14.69,0.269,58.86,790.78,0
28.86,0.151,49.59,530.81,0
42.52,0.86,23.24,2885.83,1
11.01,0.412,56.32,572.84,0
87.18,0.654,5.86,4855.19,1
45.03,0.948,26.45,2819.21,1
60.94,0.827,32.87,3472.83,1
37.14,0.396,66.66,772.96,0
44.23,0.051,27.57,1205.77,0
27.71,0.027,28.88,883.22,0
79.92,0.456,27.92,3640.01,1
74.78,0.758,20.38,3044.99,1
43.02,0.715,23.47,3941.0,1
45.64,0.97,11.12,4045.13,1
26.11,0.427,67.62,683.98,0
36.31,0.261,20.48,687.16,0
19.43,0.03,31.83,1194.88,0
62.35,0.448,23.05,4211.74,1
40.58,0.039,46.18,647.27,0
43.39,0.201,61.96,618.17,0
52.3,0.916,32.64,1414.05,1
18.41,0.29,55.78,722.05,0
12.0,0.326,54.9,989.87,0
30.5,0.322,51.71,782.92,0
38.36,0.28,62.88,951.08,0
65.72,0.72,5.66,4362.79,1
24.17,0.246,20.67,798.42,0
80.54,0.541,6.41,2270.4,1
62.85,0.814,33.58,3395.13,1
88.7,0.881,28.28,3438.03,1
69.9,0.758,13.25,4964.07,1
71.86,0.435,31.5,4891.69,1
63.5,0.925,31.91,3161.66,1
33.22,0.397,65.53,839.8,0
27.4,0.372,69.46,1204.01,0
75.27,0.993,9.23,3111.25,1
34.57,0.33,69.53,624.8,0
17.29,0.087,52.25,856.64,0
44.1,0.03,20.68,773.8,0
70.88,0.745,12.16,1613.29,1
44.44,0.433,30.95,1643.25,1
30.19,0.264,26.44,1014.57,0
82.06,0.874,8.85,2469.78,1
39.7,0.111,56.3,611.94,0
73.66,0.773,25.84,1636.27,1
60.77,0.599,19.07,2191.0,1
32.94,0.343,44.36,1129.25,0
24.12,0.364,26.13,509.97,0
27.67,0.15,62.4,924.73,0
14.83,0.378,22.14,971.81,0
16.52,0.329,32.54,1224.37,0
27.5,0.45,50.33,781.39,0
68.32,0.765,27.63,1564.16,1
21.04,0.005,69.96,646.51,0
71.58,0.542,19.86,3879.7,1
43.43,0.82,31.21,2548.2,1
15.37,0.438,58.26,1146.39,0
51.68,0.593,30.88,2427.23,1
32.64,0.036,40.48,878.04,0
26.36,0.27,69.23,814.18,0
23.34,0.076,17.61,956.14,0
47.89,0.864,31.8,4639.83,1
84.65,0.838,31.79,3098.85,1
38.72,0.438,11.21,2214.93,1
33.18,0.41,42.43,969.97,0
40.64,0.054,21.04,602.95,0
75.35,0.799,27.03,3627.05,1
20.52,0.381,17.85,1275.56,0
62.23,0.799,13.87,1235.99,1
86.08,0.511,33.34,1820.82,1
85.23,0.556,17.94,4321.72,1
10.37,0.327,31.96,1046.77,0
30.94,0.166,28.01,480.02,0
24.64,0.154,37.98,675.5,0
70.39,0.942,11.8,3591.3,1
26.96,0.369,53.51,1098.7,0
41.53,0.102,65.21,1088.88,0
37.3,0.052,66.65,792.63,0
84.37,0.62,6.14,4831.4,1
71.4,0.628,31.19,3287.88,1
64.55,0.794,30.83,2551.29,1
31.24,0.197,50.51,1193.6,0
69.92,0.936,32.52,3306.76,1
75.35,0.967,6.36,4673.38,1
55.9,0.42,11.24,4729.96,1
47.14,0.658,12.26,3311.99,1
18.16,0.395,22.48,895.76,0
40.56,0.404,15.21,2946.66,1
14.1,0.376,60.61,672.28,0
66.18,0.555,19.78,1573.0,1
39.14,0.845,30.53,2202.9,1
65.72,0.733,13.71,3758.39,1
48.02,0.647,8.85,4741.66,1
39.53,0.05,61.51,477.64,0
79.41,0.846,18.32,3902.68,1
34.73,0.068,28.91,593.28,0
22.42,0.241,50.35,914.75,0
36.15,0.455,20.97,500.87,0
15.67,0.216,49.05,1031.55,0
65.04,0.715,32.44,2814.87,1
69.57,0.425,14.09,4953.39,1
12.66,0.233,20.21,946.17,0
82.54,0.859,23.83,2421.05,1
64.62,0.668,21.47,1534.19,1
38.16,0.957,7.3,2339.85,1
29.38,0.253,36.69,762.04,0
44.15,0.391,68.37,1278.94,0
19.28,0.435,38.33,636.17,0
81.77,0.869,6.81,3275.64,1
10.32,0.025,31.17,591.99,0
42.89,0.223,49.45,1070.65,0
44.37,0.256,22.8,966.1,0
69.45,0.9,24.2,2540.4,1
36.09,0.668,29.43,1324.88,1
33.65,0.162,57.81,1232.51,0
17.43,0.268,40.08,804.09,0
20.99,0.264,42.31,920.49,0
22.51,0.478,16.24,514.52,0
58.1,0.495,21.65,1965.89,1
12.29,0.283,20.24,798.0,0
48.37,0.964,17.41,1799.79,1
29.32,0.158,16.1,493.89,0
89.62,0.715,34.53,2056.95,1
11.02,0.087,69.86,556.87,0
24.99,0.323,29.41,1068.72,0
49.23,0.888,20.59,1537.45,1
42.67,0.046,28.88,1064.47,0
43.14,0.516,31.36,2307.14,1
37.46,0.239,42.29,678.98,0
47.1,0.979,28.25,3908.06,1
84.36,0.651,10.06,4080.27,1
62.18,0.46,8.71,3194.88,1
24.14,0.013,61.4,1084.16,0
31.56,0.447,32.44,865.75,0
44.52,0.031,15.64,935.39,0
56.04,0.541,8.83,3673.51,1
69.77,0.933,15.76,2613.82,1
53.66,0.466,8.87,3187.62,1
13.67,0.207,66.61,881.03,0
65.01,0.959,27.14,4883.96,1
23.61,0.263,37.53,1268.92,0
67.51,0.83,11.49,4789.89,1
36.09,0.696,31.38,3947.18,1
24.04,0.307,39.79,781.84,0
83.06,0.945,11.45,4138.46,1
60.57,0.433,8.86,4837.8,1
64.18,0.454,26.84,2793.05,1
10.88,0.057,26.05,899.99,0
28.79,0.22,34.89,777.38,0
25.87,0.34,23.07,872.7,0
69.03,0.767,12.98,4317.75,1
39.88,0.608,7.84,1511.85,1
23.56,0.452,62.36,639.61,0
19.6,0.144,50.97,1073.98,0
57.18,0.76,17.77,4223.75,1
48.43,0.78,7.7,2861.9,1
25.06,0.17,34.63,736.67,0
44.8,0.596,17.46,2105.72,1
83.4,0.46,29.35,2506.28,1
64.14,0.721,21.77,2060.16,1
83.66,0.808,6.93,3999.1,1
55.83,0.74,21.49,2461.61,1
80.62,0.593,26.27,1250.05,1
38.61,0.065,32.69,679.33,0
11.96,0.225,61.24,929.65,0
37.11,0.405,19.78,4983.26,1
44.3,0.267,54.84,938.2,0
16.62,0.103,50.54,677.63,0
43.88,0.195,18.11,910.36,0
79.25,0.558,34.3,4440.61,1
33.34,0.372,57.64,984.05,0
21.57,0.138,69.94,460.14,0
79.52,0.768,29.32,2562.86,1
20.08,0.117,33.39,595.55,0
66.18,0.862,27.07,1242.56,1
18.21,0.412,29.52,662.88,0
13.35,0.152,24.05,539.42,0
13.71,0.274,46.71,894.3,0
23.0,0.219,49.58,1086.28,0
41.64,0.218,62.92,541.1,0
30.75,0.382,61.75,493.37,0
43.57,0.419,31.31,1065.29,0
44.05,0.741,10.81,2704.05,1
88.19,1.0,5.76,4729.88,1
76.8,0.545,13.09,4754.09,1
82.62,0.998,6.22,4091.36,1
42.21,0.269,32.51,604.42,0
32.45,0.308,15.04,1246.46,0
64.41,0.742,5.95,1268.41,1
23.04,0.228,36.12,938.86,0
10.21,0.119,30.63,961.26,0
68.8,0.995,10.26,2804.22,1
26.35,0.164,39.94,1102.09,0
86.72,0.87,7.78,4337.26,1
35.09,0.475,29.15,3819.62,1
41.98,0.336,36.06,1032.55,0
27.01,0.289,58.97,732.44,0
30.21,0.062,18.17,1074.23,0
28.71,0.182,25.96,804.42,0
56.3,0.772,16.27,3722.2,1
88.83,0.561,11.09,3011.19,1
24.85,0.199,60.62,1291.29,0
29.78,0.235,19.47,1279.59,0
40.34,0.453,20.38,2504.89,1
35.37,0.409,66.56,539.13,0
57.17,0.509,17.41,4880.99,1
67.75,0.655,26.95,4673.36,1
88.47,0.475,11.32,4764.19,1
15.36,0.112,35.92,1036.89,0
13.43,0.058,34.6,1166.73,0
32.08,0.137,47.05,1029.55,0
18.63,0.213,33.12,996.54,0
55.71,0.782,17.81,2246.47,1
68.79,0.488,14.98,3203.06,1
39.91,0.879,8.64,2295.16,1
15.03,0.417,41.33,934.76,0
83.25,0.654,7.41,3224.66,1
83.88,0.489,12.12,3617.18,1
25.94,0.051,68.07,1055.42,0
30.5,0.003,39.16,766.42,0
52.72,0.441,8.31,1625.96,1
70.93,0.712,34.31,3557.25,1
25.75,0.263,60.44,604.83,0
30.75,0.356,64.36,647.8,0
44.28,0.901,32.48,4895.89,1
81.42,0.897,22.41,4974.43,1
18.84,0.464,42.34,1207.62,0
20.03,0.346,55.82,822.95,0
34.45,0.449,30.86,1030.34,0
64.44,0.872,30.09,4068.58,1
17.55,0.144,21.88,967.24,0
10.26,0.258,54.62,440.5,0
17.38,0.417,35.89,889.85,0
30.16,0.117,52.49,779.19,0
28.43,0.464,29.63,468.02,0
42.0,0.003,23.19,1104.39,0
45.93,0.953,6.64,1582.08,1
61.09,0.6,5.35,3521.72,1
57.27,0.683,20.38,4149.99,1
41.67,0.027,64.13,627.07,0
63.2,0.632,19.39,2132.78,1
53.43,0.837,13.69,2162.37,1
39.73,0.235,49.56,1186.79,0
20.81,0.338,33.83,1091.47,0
62.89,0.774,18.94,1844.95,1
52.01,0.97,13.05,4644.86,1
36.93,0.313,68.02,1288.75,0
40.63,0.311,47.45,594.03,0
77.64,0.79,8.63,4350.74,1
80.86,0.881,30.21,3849.45,1
73.62,0.69,33.99,4776.48,1
36.51,0.522,12.09,2088.84,1
36.43,0.184,36.15,1260.3,0
77.21,0.615,20.76,3816.31,1
30.27,0.356,43.62,905.86,0
77.84,0.854,32.51,4299.13,1
82.59,0.683,5.31,1932.07,1
14.74,0.241,56.09,1086.24,0
60.34,0.492,19.56,4138.08,1
37.95,0.307,34.11,940.91,0
37.51,0.193,65.74,513.72,0
34.15,0.381,32.14,1145.96,0
43.7,0.388,68.3,786.87,0
27.83,0.071,23.41,656.81,0
88.07,0.705,26.75,2514.45,1
37.16,0.666,18.69,1709.96,1
65.84,0.919,27.41,2112.11,1
65.22,0.786,28.51,1286.29,1
84.99,0.855,20.99,2546.84,1
68.58,0.766,29.31,2458.13,1
27.14,0.114,19.05,891.31,0
85.26,0.582,6.99,2430.58,1
29.31,0.202,40.63,675.26,0
89.39,0.753,15.78,2146.66,1
76.16,0.5,26.7,3526.65,1
20.17,0.444,20.85,655.71,0
34.81,0.493,59.93,988.74,0
43.82,0.449,22.35,646.99,0
62.67,0.568,10.41,3985.26,1
62.79,0.414,8.44,2465.07,1
79.65,0.937,11.17,3436.28,1
27.52,0.329,48.51,985.69,0
44.11,0.351,55.8,931.22,0
18.09,0.185,19.64,1120.25,0
78.72,0.609,16.3,2055.84,1
24.63,0.335,34.16,1054.81,0
34.76,0.467,48.65,799.72,0
20.03,0.041,21.63,1091.93,0
38.45,0.584,22.42,3456.03,1
78.18,0.507,23.6,2679.66,1
29.56,0.089,26.16,842.64,0
80.59,0.641,11.9,3232.02,1
44.39,0.013,46.9,1115.74,0
42.06,0.431,18.17,4229.68,1
11.61,0.251,46.6,612.93,0
37.88,0.346,47.56,1130.7,0
42.22,0.208,62.34,771.03,0
82.03,0.666,15.74,4143.03,1
34.71,0.052,18.3,550.28,0
25.36,0.415,68.51,675.19,0
87.27,0.692,27.28,4157.16,1
70.56,0.772,9.05,3019.26,1
76.04,0.636,26.07,1232.52,1
36.26,0.554,28.14,2706.92,1
34.77,0.149,22.61,610.5,0
20.67,0.376,59.43,892.54,0
29.27,0.018,34.8,514.3,0
77.33,0.786,29.08,3945.52,1
47.71,0.864,33.75,1653.98,1
37.71,0.841,33.68,2725.18,1
74.96,0.858,21.06,4340.15,1
32.91,0.347,30.49,691.45,0
80.58,0.645,23.11,3793.93,1
38.48,0.394,19.22,462.47,0
38.65,0.159,57.03,1132.92,0
19.64,0.44,65.97,932.69,0
41.88,0.483,40.62,1102.27,0
29.18,0.406,39.11,763.66,0
44.15,0.372,26.13,1262.04,0
40.57,0.336,20.12,1251.63,0
12.71,0.466,61.09,842.93,0
55.27,0.917,31.56,3105.68,1
15.31,0.379,26.12,636.99,0
22.62,0.452,23.94,1286.14,0
23.49,0.296,68.22,606.95,0
45.7,0.529,11.2,3086.52,1
70.94,0.894,13.67,3137.52,1
48.48,0.843,15.91,3870.24,1
43.94,0.423,29.29,1116.13,0
31.66,0.095,59.97,1069.21,0
17.81,0.408,59.57,820.44,0
30.69,0.24,41.51,550.25,0
21.46,0.117,20.78,753.92,0
32.86,0.056,55.24,884.52,0
27.24,0.024,52.69,1085.02,0
23.83,0.166,41.63,1098.57,0
12.05,0.323,51.85,644.38,0
22.04,0.189,66.89,819.29,0
14.39,0.442,42.7,1039.25,0
11.23,0.287,21.95,1295.37,0
68.52,0.743,32.42,2446.47,1
14.73,0.469,62.64,589.97,0
85.66,0.558,34.71,3398.87,1
31.68,0.415,48.94,1204.97,0
39.94,0.119,28.88,1172.08,0
86.25,0.784,29.54,2907.21,1
51.93,0.755,28.99,2236.48,1
44.38,0.243,23.79,1021.18,0
25.45,0.038,40.52,893.46,0
65.8,0.898,27.43,2511.52,1
82.08,0.705,31.35,3005.89,1
24.57,0.34,33.69,924.0,0
40.18,0.674,34.41,4217.58,1
14.8,0.235,36.15,655.79,0
47.24,0.656,6.98,4747.91,1
77.42,0.456,24.98,3551.02,1
39.29,0.053,17.59,454.98,0
21.86,0.201,44.82,557.65,0
26.18,0.023,61.99,714.08,0
43.5,0.937,32.87,4491.86,1
81.89,0.753,17.7,1569.2,1
59.21,0.482,9.95,3758.02,1
72.89,0.836,25.37,3702.2,1
83.44,0.707,5.45,4933.21,1
34.72,0.477,16.91,780.73,0
85.06,0.955,13.15,1678.98,1
60.9,0.591,6.26,4007.99,1
16.77,0.419,29.32,1145.42,0
36.05,0.392,63.32,592.65,0
46.1,0.442,5.07,2863.29,1
25.36,0.266,42.23,876.29,0
40.23,0.296,58.66,822.09,0
41.11,0.496,62.47,1057.53,0
49.73,0.942,30.64,3744.61,1
73.88,0.602,14.89,2767.8,1
43.98,0.349,58.64,1164.65,0
39.39,0.121,50.77,486.67,0
43.22,0.13,28.2,619.86,0
67.35,0.783,6.57,2659.98,1
74.88,0.409,27.89,3714.77,1
36.83,0.313,62.2,802.3,0
10.11,0.349,46.8,672.12,0
23.31,0.355,58.44,590.93,0
64.53,0.424,33.79,2605.54,1
49.96,0.606,26.15,1690.54,1
17.48,0.444,31.84,486.84,0
75.7,0.948,5.05,1487.46,1
21.15,0.116,30.38,1183.4,0
15.73,0.141,19.02,493.93,0
17.38,0.427,47.04,1107.98,0
56.04,0.629,16.94,2513.67,1
17.06,0.141,54.87,987.7,0
83.63,0.665,19.56,2691.48,1
55.65,0.957,15.36,3126.66,1
10.13,0.46,69.15,703.88,0
28.66,0.242,40.69,463.44,0
42.14,0.48,51.81,1253.88,0
19.27,0.37,66.63,484.29,0
81.7,0.445,22.73,3721.82,1
16.33,0.122,63.67,1209.0,0
88.65,0.741,32.0,3977.17,1
36.67,0.368,63.89,426.74,0
48.04,0.664,34.74,1450.03,1
71.57,0.606,16.89,4194.21,1
18.76,0.222,57.87,695.16,0
47.7,0.679,6.9,3020.97,1
33.95,0.481,68.38,933.14,0
35.03,0.622,24.18,2668.85,1
85.56,0.922,6.87,3425.66,1
66.92,0.425,21.76,3187.15,1
72.81,0.551,10.17,1956.47,1
54.63,0.657,22.06,1415.49,1
21.01,0.318,22.91,1224.3,0
45.22,0.92,31.42,2072.04,1
11.26,0.276,36.34,1119.85,0
88.12,0.987,32.96,4125.64,1
30.73,0.085,22.86,746.09,0
33.93,0.408,45.02,715.21,0
41.27,0.407,18.62,926.4,0
85.95,0.775,23.54,3799.14,1
12.26,0.006,19.41,1220.54,0
73.72,0.403,29.78,1883.96,1
67.23,0.419,21.17,3829.07,1
43.37,0.4,8.76,3454.88,1
40.95,0.262,40.71,807.52,0
79.99,0.969,25.89,3340.23,1
22.88,0.15,16.6,1231.64,0
46.41,0.789,15.4,2250.58,1
39.58,0.332,35.79,1077.37,0
85.57,0.583,30.77,1978.69,1
18.64,0.15,34.8,627.78,0
36.73,0.164,46.14,763.46,0
31.91,0.115,21.88,801.09,0
34.07,0.274,22.84,1210.35,0
41.57,0.331,24.53,1094.49,0
83.64,0.794,7.37,3247.66,1
72.65,0.818,10.5,1670.22,1
42.82,0.753,30.17,3397.88,1
12.64,0.27,58.26,1134.87,0
32.07,0.307,21.23,671.32,0
40.45,0.279,19.55,1278.18,0
14.19,0.23,15.46,1272.12,0
36.17,0.533,19.91,3348.68,1
20.79,0.299,26.71,951.17,0
36.34,0.403,6.5,4740.36,1
33.32,0.251,28.25,1129.71,0
87.21,0.492,11.38,3990.3,1
21.82,0.1,59.43,984.05,0
14.93,0.175,69.93,859.24,0
26.66,0.178,19.03,871.79,0
26.35,0.028,22.03,901.24,0
82.0,0.774,27.23,4056.11,1
40.84,0.082,60.38,875.31,0
76.98,0.443,29.6,4087.31,1
18.48,0.046,44.09,911.83,0
36.12,0.351,47.39,682.53,0
33.32,0.451,58.36,458.07,0
15.75,0.289,54.49,1091.83,0
15.57,0.439,55.73,654.59,0
46.6,0.901,13.26,2562.15,1
82.51,0.484,31.74,2327.69,1
34.74,0.365,25.83,1225.84,0
75.57,0.872,18.01,2922.39,1
31.05,0.5,27.44,1169.91,0
86.35,0.563,24.55,3787.72,1
77.24,0.651,27.28,2574.62,1
13.24,0.076,64.32,1041.4,0
24.54,0.493,62.9,1138.98,0
63.72,0.768,22.64,1993.82,1
36.28,0.132,60.68,1188.02,0
30.65,0.059,52.35,1038.34,0
43.64,0.083,66.45,1181.95,0
76.43,0.962,14.97,3931.38,1
39.05,0.813,21.31,1447.12,1
50.94,0.435,30.55,4191.84,1
19.33,0.431,37.81,927.31,0
77.85,0.533,7.86,4899.87,1
39.24,0.492,6.45,4536.61,1
27.44,0.013,23.77,986.63,0
60.03,0.594,29.88,3351.38,1
63.93,0.457,6.55,2319.9,1
65.31,0.578,19.04,2741.78,1
33.49,0.261,44.67,888.43,0
26.69,0.377,19.38,1041.94,0
19.76,0.01,46.31,1197.89,0
25.44,0.468,27.6,1145.6,0
47.24,0.973,18.91,3237.57,1
26.33,0.089,26.04,1105.71,0
49.7,0.789,26.44,2251.89,1
83.14,0.619,12.05,2089.07,1
11.68,0.259,18.2,908.35,0
29.57,0.052,29.66,1188.99,0
49.25,0.742,12.66,3386.94,1
33.19,0.456,30.75,568.05,0
22.39,0.054,56.85,1095.55,0
42.18,0.484,27.73,3468.28,1
69.2,0.578,10.35,3685.36,1
73.89,0.69,9.12,3470.06,1
89.7,0.516,18.84,4915.73,1
14.71,0.171,63.88,602.54,0
64.46,0.824,25.71,2708.98,1
20.6,0.132,16.28,1208.29,0
43.67,0.326,29.84,776.66,0
24.04,0.106,40.18,1143.44,0
38.93,0.444,26.82,3107.49,1
13.78,0.104,66.92,1098.45,0
81.02,0.519,13.49,2036.93,1
85.79,0.573,7.23,3741.83,1
33.55,0.047,59.73,785.87,0
70.41,0.57,19.98,3781.4,1
25.77,0.335,40.32,570.86,0
61.54,0.953,5.35,4329.95,1
62.33,0.858,21.93,4068.87,1
40.35,0.716,34.42,4503.66,1
23.89,0.145,30.28,617.7,0
33.97,0.434,54.48,712.01,0
37.44,0.003,70.0,640.11,0
51.65,0.486,19.51,4863.17,1
50.03,0.754,15.92,2627.48,1
12.21,0.205,49.42,1053.12,0
23.53,0.134,61.11,870.6,0
81.29,0.452,27.97,1983.5,1
66.7,0.546,28.6,2488.86,1
60.24,0.975,26.51,3790.18,1
38.91,0.169,57.61,831.9,0
23.86,0.363,15.52,679.93,0
10.31,0.486,23.73,550.4,0
59.71,0.429,33.43,2049.86,1
88.7,0.421,21.13,2529.91,1
48.14,0.591,27.95,4078.81,1
30.6,0.171,63.06,1150.97,0
22.12,0.004,48.67,931.19,0
44.92,0.372,23.17,492.49,0
66.93,0.426,8.55,1785.43,1
35.17,0.448,10.43,1556.54,1
68.1,0.609,23.38,3831.4,1
17.67,0.296,51.13,822.83,0
64.65,0.74,28.63,4191.9,1
38.02,0.646,31.06,4839.42,1
37.97,0.883,8.12,1302.0,1
10.8,0.256,20.61,1072.16,0
30.12,0.498,27.45,833.38,0
55.89,0.471,34.43,3062.23,1
27.78,0.15,34.0,1176.15,0
42.36,0.403,49.34,1064.46,0
59.19,0.862,20.95,4157.2,1
83.75,0.685,24.58,4817.31,1
24.47,0.071,39.27,662.8,0
57.71,0.575,10.6,4457.74,1
71.04,0.581,16.91,2097.59,1
36.92,0.074,34.49,629.02,0
74.04,0.867,8.31,2102.07,1
44.09,0.491,30.38,516.22,0
37.1,0.412,16.13,1824.34,1
60.7,0.511,6.26,2551.13,1
22.25,0.132,61.88,868.11,0
20.95,0.396,46.59,664.29,0
53.74,0.798,13.33,4613.13,1
83.36,0.525,23.37,3232.62,1
65.95,0.557,22.09,4345.73,1
15.84,0.004,21.39,1229.27,0
24.91,0.035,49.44,863.71,0
41.08,0.274,51.8,885.13,0
36.77,0.427,59.15,917.78,0
35.93,0.649,7.8,2678.31,1
74.46,0.986,28.78,4072.17,1
41.28,0.047,31.0,497.42,0
30.52,0.095,41.64,1294.54,0
34.36,0.354,19.09,639.65,0
56.1,0.935,16.27,4471.44,1
47.73,0.696,32.27,4241.94,1
17.43,0.309,53.92,1140.36,0
38.06,0.279,52.56,1192.7,0
62.72,0.726,5.56,4461.81,1
75.89,0.925,23.53,4114.77,1
24.29,0.373,63.08,1072.81,0
78.85,0.604,28.72,2827.65,1
64.78,0.664,30.55,1274.54,1
38.9,0.738,34.32,4650.76,1
33.77,0.157,69.28,540.25,0
22.04,0.412,16.5,1065.06,0
70.65,0.421,25.64,2321.9,1
74.36,0.865,7.08,3417.64,1
42.06,0.116,44.14,964.37,0
30.85,0.079,57.42,1012.72,0
48.75,0.745,5.21,1855.01,1
60.33,0.583,17.22,4893.32,1
80.63,0.52,31.21,1218.03,1
25.43,0.165,30.4,815.89,0
20.48,0.017,40.64,1067.7,0
19.32,0.426,30.97,1224.61,0
47.39,0.854,20.07,3319.17,1
17.25,0.478,54.79,1204.59,0
38.07,0.95,6.15,3628.1,1
35.33,0.616,34.46,1693.72,1
22.47,0.123,55.24,549.44,0
24.53,0.245,18.32,606.98,0
89.96,0.782,28.96,4299.84,1
38.3,0.114,46.03,1019.27,0
12.48,0.037,18.82,1105.45,0
35.46,0.316,41.53,1030.84,0
89.73,0.668,20.16,2488.36,1
29.78,0.106,33.2,1231.06,0
12.0,0.198,42.76,916.5,0
73.75,0.528,21.4,2190.42,1
27.21,0.135,45.51,621.46,0
17.38,0.42,47.38,509.16,0
36.83,0.722,10.79,1566.56,1
20.17,0.494,32.8,1130.49,0
74.14,0.525,10.9,4834.96,1
76.9,0.696,27.11,3415.93,1
51.56,0.457,34.86,1652.58,1
30.11,0.472,40.16,1051.11,0
42.89,0.061,33.87,751.86,0
86.04,0.832,16.68,3963.37,1
44.69,0.245,31.53,875.08,0
80.64,0.914,26.19,3004.11,1
84.26,0.519,7.81,2822.23,1
38.31,0.092,15.91,897.71,0
29.1,0.387,45.7,485.13,0
38.57,0.554,19.95,2691.65,1
32.86,0.194,48.85,1019.64,0
17.75,0.022,32.38,1103.95,0
60.49,0.482,10.87,4753.37,1
38.9,0.124,62.91,996.05,0
14.31,0.03,29.05,424.15,0
16.15,0.283,32.15,1073.65,0
16.74,0.148,31.53,1042.32,0
75.26,0.726,28.26,4357.23,1
61.15,0.905,17.23,3486.21,1
17.58,0.484,48.51,560.6,0
40.59,0.287,40.1,1224.16,0
71.01,0.857,24.78,3411.46,1
15.65,0.108,47.18,713.55,0
53.45,0.541,22.21,3214.85,1
32.33,0.005,54.06,994.55,0
81.5,0.469,33.21,2588.94,1
48.58,0.511,11.94,2109.68,1
70.73,0.494,12.19,3367.39,1
80.85,0.646,26.82,4034.12,1
29.11,0.133,27.17,858.97,0
81.4,0.608,26.63,2143.52,1
13.17,0.461,51.23,745.32,0
21.92,0.078,63.55,585.59,0
75.83,0.632,30.5,4509.3,1
40.97,0.855,6.86,2631.97,1
10.56,0.442,49.91,520.34,0
82.48,0.736,32.24,3894.63,1
17.19,0.497,30.43,589.1,0
25.2,0.073,28.95,1249.21,0
76.42,0.476,21.1,1872.57,1
55.74,0.527,10.23,1606.38,1
44.42,0.637,22.03,4290.76,1
76.43,0.834,9.14,3201.61,1
38.18,0.066,35.75,589.95,0
59.48,0.967,12.38,3919.88,1
10.6,0.379,15.81,1292.9,0
64.14,0.499,17.42,1260.5,1
24.52,0.081,35.58,1069.38,0
10.26,0.178,50.82,611.45,0
32.19,0.13,23.68,955.95,0
43.35,0.888,32.0,2049.99,1
35.23,0.141,19.62,899.03,0
65.27,0.668,8.41,4986.31,1
35.32,0.531,24.6,2224.5,1
84.7,0.474,27.55,3780.32,1
63.81,0.71,32.92,4294.5,1
74.16,0.842,22.43,2122.8,1
54.44,0.806,13.53,3281.83,1
47.02,0.534,14.37,2750.6,1
